Episode,Total Reward,Average Loss
934,-2131.802545,4.462837745
935,-2249.922815,11.94549691
936,-2131.802545,7.257580638
937,-2131.802545,4.584038684
938,-2131.802545,7.963302362
939,-2131.802545,7.225290701
940,-2245.653407,13.05354096
941,-2131.802545,5.970957107
942,-2131.802545,9.023980738
943,-2131.802545,9.813221147
944,-2131.802545,7.342726154
945,-2451.043136,17.7788287
946,-2329.75717,2.039908403
947,-2174.463809,15.127692
948,-2131.802545,1.433025908
949,-2194.279571,6.094675666
950,-2131.802545,2.780151326
951,-2131.802545,5.329409092
952,-2131.802545,7.638882513
953,-2131.802545,2.296000943
954,-2131.802545,3.036055004
955,-2131.802545,0.597205079
956,-2194.279571,2.750980874
957,-2131.802545,7.945330811
958,-2131.802545,2.909531683
959,-2131.802545,12.30195356
960,-2131.802545,13.85555225
961,-2233.00365,17.20994555
962,-2227.490153,11.51565625
963,-2229.75717,6.228639061
964,-2131.802545,5.024317211
965,-2131.802545,16.04500152
966,-2131.802545,4.9281415
967,-2131.802545,11.19855809
968,-2152.302392,2.570760012
969,-2131.802545,3.671229412
970,-2131.802545,4.061561527
971,-2131.802545,1.863596436
972,-2131.802545,9.720844941
973,-2383.345834,5.120043217
974,-2131.802545,1.750939185
975,-2202.33851,2.706838653
976,-2131.802545,5.591943692
977,-2131.802545,6.520245865
978,-2131.802545,2.324244083
979,-2131.802545,0.790078931
980,-2275.424738,4.981312262
981,-2131.802545,5.041422541
982,-2360.782893,10.15526639
983,-2233.00365,4.514528454
984,-2131.802545,3.326748549
985,-2131.802545,3.25590517
986,-2321.605318,29.33911292
987,-2131.802545,14.4079239
988,-2131.802545,19.14580636
989,-2131.802545,10.8614106
990,-2131.802545,8.212946226
991,-2473.004768,2.46316479
992,-2131.802545,1.630784671
993,-2131.802545,1.361054493
994,-2131.802545,3.845331608
995,-2131.802545,1.183950839
996,-2131.802545,2.317659398
997,-2131.802545,2.83764538
998,-2131.802545,6.549048113
999,-2131.802545,4.785627148
